8/3R4/8/8/8/8/8/k2K4 w - - 0 1,3
8/3R4/8/8/8/8/8/k2K4 b - - 0 1,-10
8/8/8/8/8/8/6R1/k2K4 w - - 0 1,5
8/8/8/8/8/8/6R1/k2K4 b - - 0 1,-8
8/8/2R5/8/4K3/8/8/k7 w - - 0 1,9
8/8/2R5/8/4K3/8/8/k7 b - - 0 1,-14
8/8/8/8/4K3/8/6R1/k7 w - - 0 1,7
8/8/8/8/4K3/8/6R1/k7 b - - 0 1,-10
8/8/8/8/4K3/8/3R4/k7 w - - 0 1,9
8/8/8/8/4K3/8/3R4/k7 b - - 0 1,-10
8/8/8/8/R3K3/8/8/k7 b - - 0 1,-14
8/8/8/8/1R2K3/8/8/k7 w - - 0 1,7
8/8/8/8/1R2K3/8/8/k7 b - - 0 1,-10
8/8/8/8/4K3/1R6/8/k7 w - - 0 1,5
8/8/8/8/4K3/1R6/8/k7 b - - 0 1,-14
8/8/5R2/8/4K3/8/8/k7 w - - 0 1,11
8/8/5R2/8/4K3/8/8/k7 b - - 0 1,-14
8/8/8/8/1R2K3/8/8/k7 w - - 0 1,7
8/8/8/8/1R2K3/8/8/k7 b - - 0 1,-10
8/8/8/8/4K3/R7/8/k7 b - - 0 1,-16
8/8/8/8/4K3/8/4R3/k7 w - - 0 1,7
8/8/8/8/4K3/8/4R3/k7 b - - 0 1,-10
8/4R3/8/8/4K3/8/8/k7 w - - 0 1,11
8/4R3/8/8/4K3/8/8/k7 b - - 0 1,-14
8/8/8/2R5/4K3/8/8/k7 w - - 0 1,9
8/8/8/2R5/4K3/8/8/k7 b - - 0 1,-14
3R4/8/8/8/4K3/8/8/k7 w - - 0 1,11
3R4/8/8/8/4K3/8/8/k7 b - - 0 1,-14
8/8/8/8/4K3/8/8/kR6 b - - 0 1,0
8/8/8/8/4K3/8/8/k6R b - - 0 1,-14
8/8/2R5/8/4K3/8/8/k7 w - - 0 1,9
8/8/2R5/8/4K3/8/8/k7 b - - 0 1,-14
8/8/8/8/4KR2/8/8/k7 w - - 0 1,11
8/8/8/8/4KR2/8/8/k7 b - - 0 1,-12
8/4R3/8/8/4K3/8/8/k7 w - - 0 1,11
8/4R3/8/8/4K3/8/8/k7 b - - 0 1,-14
8/8/8/8/4K3/6R1/8/k7 w - - 0 1,9
8/8/8/8/4K3/6R1/8/k7 b - - 0 1,-14
8/3R4/8/8/4K3/8/8/k7 w - - 0 1,11
8/3R4/8/8/4K3/8/8/k7 b - - 0 1,-14
8/8/8/8/4K3/8/6R1/k7 w - - 0 1,7
8/8/8/8/4K3/8/6R1/k7 b - - 0 1,-10
5K2/8/2R5/8/8/8/8/k7 w - - 0 1,15
5K2/8/2R5/8/8/8/8/k7 b - - 0 1,-22
5K2/8/8/8/8/8/6R1/k7 w - - 0 1,19
5K2/8/8/8/8/8/6R1/k7 b - - 0 1,-20
5K2/8/8/8/8/8/3R4/k7 w - - 0 1,19
5K2/8/8/8/8/8/3R4/k7 b - - 0 1,-22
5K2/8/8/8/R7/8/8/k7 b - - 0 1,-26
5K2/8/8/8/1R6/8/8/k7 w - - 0 1,15
5K2/8/8/8/1R6/8/8/k7 b - - 0 1,-18
5K2/8/8/8/8/1R6/8/k7 w - - 0 1,15
5K2/8/8/8/8/1R6/8/k7 b - - 0 1,-18
5K2/8/5R2/8/8/8/8/k7 w - - 0 1,15
5K2/8/5R2/8/8/8/8/k7 b - - 0 1,-24
5K2/8/8/8/1R6/8/8/k7 w - - 0 1,15
5K2/8/8/8/1R6/8/8/k7 b - - 0 1,-18
5K2/8/8/8/8/R7/8/k7 b - - 0 1,-26
5K2/8/8/8/8/8/4R3/k7 w - - 0 1,19
5K2/8/8/8/8/8/4R3/k7 b - - 0 1,-22
5K2/4R3/8/8/8/8/8/k7 w - - 0 1,15
5K2/4R3/8/8/8/8/8/k7 b - - 0 1,-24
5K2/8/8/2R5/8/8/8/k7 w - - 0 1,15
5K2/8/8/2R5/8/8/8/k7 b - - 0 1,-20
3R1K2/8/8/8/8/8/8/k7 w - - 0 1,15
3R1K2/8/8/8/8/8/8/k7 b - - 0 1,-24
5K2/8/8/8/8/8/8/kR6 b - - 0 1,0
5K2/8/8/8/8/8/8/k6R b - - 0 1,-26
5K2/8/2R5/8/8/8/8/k7 w - - 0 1,15
5K2/8/2R5/8/8/8/8/k7 b - - 0 1,-22
5K2/8/8/8/5R2/8/8/k7 w - - 0 1,19
5K2/8/8/8/5R2/8/8/k7 b - - 0 1,-26
5K2/4R3/8/8/8/8/8/k7 w - - 0 1,15
5K2/4R3/8/8/8/8/8/k7 b - - 0 1,-24
5K2/8/8/8/8/6R1/8/k7 w - - 0 1,19
5K2/8/8/8/8/6R1/8/k7 b - - 0 1,-24
5K2/3R4/8/8/8/8/8/k7 w - - 0 1,15
5K2/3R4/8/8/8/8/8/k7 b - - 0 1,-24
5K2/8/8/8/8/8/6R1/k7 w - - 0 1,19
5K2/8/8/8/8/8/6R1/k7 b - - 0 1,-20
8/8/2R5/6K1/8/8/8/k7 w - - 0 1,15
8/8/2R5/6K1/8/8/8/k7 b - - 0 1,-22
8/8/8/6K1/8/8/6R1/k7 w - - 0 1,11
8/8/8/6K1/8/8/6R1/k7 b - - 0 1,-14
8/8/8/6K1/8/8/3R4/k7 w - - 0 1,13
8/8/8/6K1/8/8/3R4/k7 b - - 0 1,-14
8/8/8/6K1/R7/8/8/k7 b - - 0 1,-20
8/8/8/6K1/1R6/8/8/k7 w - - 0 1,17
8/8/8/6K1/1R6/8/8/k7 b - - 0 1,-18
8/8/8/6K1/8/1R6/8/k7 w - - 0 1,17
8/8/8/6K1/8/1R6/8/k7 b - - 0 1,-18
8/8/5R2/6K1/8/8/8/k7 w - - 0 1,15
8/8/5R2/6K1/8/8/8/k7 b - - 0 1,-22
8/8/8/6K1/1R6/8/8/k7 w - - 0 1,17
8/8/8/6K1/1R6/8/8/k7 b - - 0 1,-18
8/8/8/6K1/8/R7/8/k7 b - - 0 1,-20
8/8/8/6K1/8/8/4R3/k7 w - - 0 1,11
8/8/8/6K1/8/8/4R3/k7 b - - 0 1,-14
8/4R3/8/6K1/8/8/8/k7 w - - 0 1,15
8/4R3/8/6K1/8/8/8/k7 b - - 0 1,-20
8/8/8/2R3K1/8/8/8/k7 w - - 0 1,15
8/8/8/2R3K1/8/8/8/k7 b - - 0 1,-22
3R4/8/8/6K1/8/8/8/k7 w - - 0 1,15
3R4/8/8/6K1/8/8/8/k7 b - - 0 1,-22
8/8/8/6K1/8/8/8/kR6 b - - 0 1,0
8/8/8/6K1/8/8/8/k6R b - - 0 1,-22
8/8/2R5/6K1/8/8/8/k7 w - - 0 1,15
8/8/2R5/6K1/8/8/8/k7 b - - 0 1,-22
8/8/8/6K1/5R2/8/8/k7 w - - 0 1,15
8/8/8/6K1/5R2/8/8/k7 b - - 0 1,-22
8/4R3/8/6K1/8/8/8/k7 w - - 0 1,15
8/4R3/8/6K1/8/8/8/k7 b - - 0 1,-20
8/8/8/6K1/8/6R1/8/k7 w - - 0 1,15
8/8/8/6K1/8/6R1/8/k7 b - - 0 1,-20
8/3R4/8/6K1/8/8/8/k7 w - - 0 1,15
8/3R4/8/6K1/8/8/8/k7 b - - 0 1,-22
8/8/8/6K1/8/8/6R1/k7 w - - 0 1,11
8/8/8/6K1/8/8/6R1/k7 b - - 0 1,-14
8/6K1/2R5/8/8/8/8/k7 w - - 0 1,19
8/6K1/2R5/8/8/8/8/k7 b - - 0 1,-22
8/6K1/8/8/8/8/6R1/k7 w - - 0 1,15
8/6K1/8/8/8/8/6R1/k7 b - - 0 1,-18
8/6K1/8/8/8/8/3R4/k7 w - - 0 1,19
8/6K1/8/8/8/8/3R4/k7 b - - 0 1,-18
8/6K1/8/8/R7/8/8/k7 b - - 0 1,-26
8/6K1/8/8/1R6/8/8/k7 w - - 0 1,19
8/6K1/8/8/1R6/8/8/k7 b - - 0 1,-18
8/6K1/8/8/8/1R6/8/k7 w - - 0 1,19
8/6K1/8/8/8/1R6/8/k7 b - - 0 1,-18
8/6K1/5R2/8/8/8/8/k7 w - - 0 1,19
8/6K1/5R2/8/8/8/8/k7 b - - 0 1,-26
8/6K1/8/8/1R6/8/8/k7 w - - 0 1,19
8/6K1/8/8/1R6/8/8/k7 b - - 0 1,-18
8/6K1/8/8/8/R7/8/k7 b - - 0 1,-24
8/6K1/8/8/8/8/4R3/k7 w - - 0 1,15
8/6K1/8/8/8/8/4R3/k7 b - - 0 1,-18
8/4R1K1/8/8/8/8/8/k7 w - - 0 1,19
8/4R1K1/8/8/8/8/8/k7 b - - 0 1,-24
8/6K1/8/2R5/8/8/8/k7 w - - 0 1,19
8/6K1/8/2R5/8/8/8/k7 b - - 0 1,-22
3R4/6K1/8/8/8/8/8/k7 w - - 0 1,19
3R4/6K1/8/8/8/8/8/k7 b - - 0 1,-24
8/6K1/8/8/8/8/8/kR6 b - - 0 1,0
8/6K1/8/8/8/8/8/k6R b - - 0 1,-24
8/6K1/2R5/8/8/8/8/k7 w - - 0 1,19
8/6K1/2R5/8/8/8/8/k7 b - - 0 1,-22
8/6K1/8/8/5R2/8/8/k7 w - - 0 1,19
8/6K1/8/8/5R2/8/8/k7 b - - 0 1,-26
8/4R1K1/8/8/8/8/8/k7 w - - 0 1,19
8/4R1K1/8/8/8/8/8/k7 b - - 0 1,-24
8/6K1/8/8/8/6R1/8/k7 w - - 0 1,19
8/6K1/8/8/8/6R1/8/k7 b - - 0 1,-22
8/3R2K1/8/8/8/8/8/k7 w - - 0 1,19
8/3R2K1/8/8/8/8/8/k7 b - - 0 1,-24
8/6K1/8/8/8/8/6R1/k7 w - - 0 1,15
8/6K1/8/8/8/8/6R1/k7 b - - 0 1,-18
8/8/2R5/8/8/8/8/k4K2 w - - 0 1,13
8/8/2R5/8/8/8/8/k4K2 b - - 0 1,-20
8/8/8/8/8/8/6R1/k4K2 w - - 0 1,9
8/8/8/8/8/8/6R1/k4K2 b - - 0 1,-12
8/8/8/8/8/8/3R4/k4K2 w - - 0 1,9
8/8/8/8/8/8/3R4/k4K2 b - - 0 1,-12
8/8/8/8/R7/8/8/k4K2 b - - 0 1,-18
8/8/8/8/1R6/8/8/k4K2 w - - 0 1,11
8/8/8/8/1R6/8/8/k4K2 b - - 0 1,-16
8/8/8/8/8/1R6/8/k4K2 w - - 0 1,13
8/8/8/8/8/1R6/8/k4K2 b - - 0 1,-16
8/8/5R2/8/8/8/8/k4K2 w - - 0 1,13
8/8/5R2/8/8/8/8/k4K2 b - - 0 1,-16
8/8/8/8/1R6/8/8/k4K2 w - - 0 1,11
8/8/8/8/1R6/8/8/k4K2 b - - 0 1,-16
8/8/8/8/8/R7/8/k4K2 b - - 0 1,-16
8/8/8/8/8/8/4R3/k4K2 w - - 0 1,9
8/8/8/8/8/8/4R3/k4K2 b - - 0 1,-12
8/4R3/8/8/8/8/8/k4K2 w - - 0 1,13
8/4R3/8/8/8/8/8/k4K2 b - - 0 1,-16
8/8/8/2R5/8/8/8/k4K2 w - - 0 1,13
8/8/8/2R5/8/8/8/k4K2 b - - 0 1,-18
3R4/8/8/8/8/8/8/k4K2 w - - 0 1,13
3R4/8/8/8/8/8/8/k4K2 b - - 0 1,-16
8/8/8/8/8/8/8/kR3K2 b - - 0 1,0
8/8/8/8/8/8/8/k4K1R w - - 0 1,13
8/8/8/8/8/8/8/k4K1R b - - 0 1,-16
8/8/2R5/8/8/8/8/k4K2 w - - 0 1,13
8/8/2R5/8/8/8/8/k4K2 b - - 0 1,-20
8/8/8/8/5R2/8/8/k4K2 w - - 0 1,13
8/8/8/8/5R2/8/8/k4K2 b - - 0 1,-16
8/4R3/8/8/8/8/8/k4K2 w - - 0 1,13
8/4R3/8/8/8/8/8/k4K2 b - - 0 1,-16
8/8/8/8/8/6R1/8/k4K2 w - - 0 1,11
8/8/8/8/8/6R1/8/k4K2 b - - 0 1,-14
8/3R4/8/8/8/8/8/k4K2 w - - 0 1,13
8/3R4/8/8/8/8/8/k4K2 b - - 0 1,-16
8/8/8/8/8/8/6R1/k4K2 w - - 0 1,9
8/8/8/8/8/8/6R1/k4K2 b - - 0 1,-12
8/8/2R5/8/8/8/3K4/k7 w - - 0 1,3
8/8/2R5/8/8/8/3K4/k7 b - - 0 1,-10
8/8/8/8/8/8/3K2R1/k7 w - - 0 1,5
8/8/8/8/8/8/3K2R1/k7 b - - 0 1,-8
8/8/8/8/R7/8/3K4/k7 b - - 0 1,-10
8/8/8/8/1R6/8/3K4/k7 w - - 0 1,3
8/8/8/8/1R6/8/3K4/k7 b - - 0 1,-6
8/8/8/8/8/1R6/3K4/k7 w - - 0 1,5
8/8/8/8/8/1R6/3K4/k7 b - - 0 1,-4
8/8/5R2/8/8/8/3K4/k7 w - - 0 1,3
8/8/5R2/8/8/8/3K4/k7 b - - 0 1,-8
8/8/8/8/1R6/8/3K4/k7 w - - 0 1,3
8/8/8/8/1R6/8/3K4/k7 b - - 0 1,-6
8/8/8/8/8/R7/3K4/k7 b - - 0 1,-8
8/8/8/8/8/8/3KR3/k7 w - - 0 1,5
8/8/8/8/8/8/3KR3/k7 b - - 0 1,-8
8/4R3/8/8/8/8/3K4/k7 w - - 0 1,3
8/4R3/8/8/8/8/3K4/k7 b - - 0 1,-8
8/8/8/2R5/8/8/3K4/k7 w - - 0 1,3
8/8/8/2R5/8/8/3K4/k7 b - - 0 1,-10
3R4/8/8/8/8/8/3K4/k7 w - - 0 1,3
3R4/8/8/8/8/8/3K4/k7 b - - 0 1,-8
8/8/8/8/8/8/3K4/kR6 b - - 0 1,0
8/8/8/8/8/8/3K4/k6R b - - 0 1,-8
8/8/2R5/8/8/8/3K4/k7 w - - 0 1,3
8/8/2R5/8/8/8/3K4/k7 b - - 0 1,-10
8/8/8/8/5R2/8/3K4/k7 w - - 0 1,3
8/8/8/8/5R2/8/3K4/k7 b - - 0 1,-8
8/4R3/8/8/8/8/3K4/k7 w - - 0 1,3
8/4R3/8/8/8/8/3K4/k7 b - - 0 1,-8
8/8/8/8/8/6R1/3K4/k7 w - - 0 1,5
8/8/8/8/8/6R1/3K4/k7 b - - 0 1,-8
8/3R4/8/8/8/8/3K4/k7 w - - 0 1,3
8/3R4/8/8/8/8/3K4/k7 b - - 0 1,-8
8/8/8/8/8/8/3K2R1/k7 w - - 0 1,5
8/8/8/8/8/8/3K2R1/k7 b - - 0 1,-8
8/8/2R3K1/8/8/8/8/k7 w - - 0 1,19
8/8/2R3K1/8/8/8/8/k7 b - - 0 1,-22
8/8/6K1/8/8/8/6R1/k7 w - - 0 1,11
8/8/6K1/8/8/8/6R1/k7 b - - 0 1,-14
8/8/6K1/8/8/8/3R4/k7 w - - 0 1,13
8/8/6K1/8/8/8/3R4/k7 b - - 0 1,-18
8/8/6K1/8/R7/8/8/k7 b - - 0 1,-22
8/8/6K1/8/1R6/8/8/k7 w - - 0 1,17
8/8/6K1/8/1R6/8/8/k7 b - - 0 1,-18
8/8/6K1/8/8/1R6/8/k7 w - - 0 1,19
8/8/6K1/8/8/1R6/8/k7 b - - 0 1,-18
8/8/5RK1/8/8/8/8/k7 w - - 0 1,15
8/8/5RK1/8/8/8/8/k7 b - - 0 1,-24
8/8/6K1/8/1R6/8/8/k7 w - - 0 1,17
8/8/6K1/8/1R6/8/8/k7 b - - 0 1,-18
8/8/6K1/8/8/R7/8/k7 b - - 0 1,-22
8/8/6K1/8/8/8/4R3/k7 w - - 0 1,11
8/8/6K1/8/8/8/4R3/k7 b - - 0 1,-14
8/4R3/6K1/8/8/8/8/k7 w - - 0 1,15
8/4R3/6K1/8/8/8/8/k7 b - - 0 1,-22
8/8/6K1/2R5/8/8/8/k7 w - - 0 1,19
8/8/6K1/2R5/8/8/8/k7 b - - 0 1,-22
3R4/8/6K1/8/8/8/8/k7 w - - 0 1,19
3R4/8/6K1/8/8/8/8/k7 b - - 0 1,-24
8/8/6K1/8/8/8/8/kR6 b - - 0 1,0
8/8/6K1/8/8/8/8/k6R b - - 0 1,-24
8/8/2R3K1/8/8/8/8/k7 w - - 0 1,19
8/8/2R3K1/8/8/8/8/k7 b - - 0 1,-22
8/8/6K1/8/5R2/8/8/k7 w - - 0 1,15
8/8/6K1/8/5R2/8/8/k7 b - - 0 1,-24
8/4R3/6K1/8/8/8/8/k7 w - - 0 1,15
8/4R3/6K1/8/8/8/8/k7 b - - 0 1,-22
8/8/6K1/8/8/6R1/8/k7 w - - 0 1,15
8/8/6K1/8/8/6R1/8/k7 b - - 0 1,-22
8/3R4/6K1/8/8/8/8/k7 w - - 0 1,19
8/3R4/6K1/8/8/8/8/k7 b - - 0 1,-24
8/8/6K1/8/8/8/6R1/k7 w - - 0 1,11
8/8/6K1/8/8/8/6R1/k7 b - - 0 1,-14
8/8/K1R5/8/8/8/8/k7 w - - 0 1,11
8/8/K1R5/8/8/8/8/k7 b - - 0 1,-14
8/8/K7/8/8/8/6R1/k7 w - - 0 1,11
8/8/K7/8/8/8/6R1/k7 b - - 0 1,-16
8/8/K7/8/8/8/3R4/k7 w - - 0 1,11
8/8/K7/8/8/8/3R4/k7 b - - 0 1,-16
8/8/K7/8/R7/8/8/k7 b - - 0 1,-16
8/8/K7/8/1R6/8/8/k7 w - - 0 1,9
8/8/K7/8/1R6/8/8/k7 b - - 0 1,-12
8/8/K7/8/8/1R6/8/k7 w - - 0 1,9
8/8/K7/8/8/1R6/8/k7 b - - 0 1,-12
8/8/K4R2/8/8/8/8/k7 w - - 0 1,13
8/8/K4R2/8/8/8/8/k7 b - - 0 1,-16
8/8/K7/8/1R6/8/8/k7 w - - 0 1,9
8/8/K7/8/1R6/8/8/k7 b - - 0 1,-12
8/8/K7/8/8/R7/8/k7 b - - 0 1,-20
8/8/K7/8/8/8/4R3/k7 w - - 0 1,11
8/8/K7/8/8/8/4R3/k7 b - - 0 1,-14
8/4R3/K7/8/8/8/8/k7 w - - 0 1,13
8/4R3/K7/8/8/8/8/k7 b - - 0 1,-16
8/8/K7/2R5/8/8/8/k7 w - - 0 1,11
8/8/K7/2R5/8/8/8/k7 b - - 0 1,-14
3R4/8/K7/8/8/8/8/k7 w - - 0 1,13
3R4/8/K7/8/8/8/8/k7 b - - 0 1,-16
8/8/K7/8/8/8/8/kR6 b - - 0 1,0
8/8/K7/8/8/8/8/k6R b - - 0 1,-20
8/8/K1R5/8/8/8/8/k7 w - - 0 1,11
8/8/K1R5/8/8/8/8/k7 b - - 0 1,-14
8/8/K7/8/5R2/8/8/k7 w - - 0 1,13
8/8/K7/8/5R2/8/8/k7 b - - 0 1,-16
8/4R3/K7/8/8/8/8/k7 w - - 0 1,13
8/4R3/K7/8/8/8/8/k7 b - - 0 1,-16
8/8/K7/8/8/6R1/8/k7 w - - 0 1,13
8/8/K7/8/8/6R1/8/k7 b - - 0 1,-20
8/3R4/K7/8/8/8/8/k7 w - - 0 1,13
8/3R4/K7/8/8/8/8/k7 b - - 0 1,-16
8/8/K7/8/8/8/6R1/k7 w - - 0 1,11
8/8/K7/8/8/8/6R1/k7 b - - 0 1,-16
8/8/2R5/8/8/6K1/8/k7 w - - 0 1,15
8/8/2R5/8/8/6K1/8/k7 b - - 0 1,-22
8/8/8/8/8/6K1/6R1/k7 w - - 0 1,11
8/8/8/8/8/6K1/6R1/k7 b - - 0 1,-14
8/8/8/8/8/6K1/3R4/k7 w - - 0 1,13
8/8/8/8/8/6K1/3R4/k7 b - - 0 1,-12
8/8/8/8/R7/6K1/8/k7 b - - 0 1,-20
8/8/8/8/1R6/6K1/8/k7 w - - 0 1,17
8/8/8/8/1R6/6K1/8/k7 b - - 0 1,-18
8/8/8/8/8/1R4K1/8/k7 w - - 0 1,17
8/8/8/8/8/1R4K1/8/k7 b - - 0 1,-16
8/8/5R2/8/8/6K1/8/k7 w - - 0 1,15
8/8/5R2/8/8/6K1/8/k7 b - - 0 1,-18
8/8/8/8/1R6/6K1/8/k7 w - - 0 1,17
8/8/8/8/1R6/6K1/8/k7 b - - 0 1,-18
8/8/8/8/8/R5K1/8/k7 b - - 0 1,-18
8/8/8/8/8/6K1/4R3/k7 w - - 0 1,11
8/8/8/8/8/6K1/4R3/k7 b - - 0 1,-12
8/4R3/8/8/8/6K1/8/k7 w - - 0 1,13
8/4R3/8/8/8/6K1/8/k7 b - - 0 1,-18
8/8/8/2R5/8/6K1/8/k7 w - - 0 1,15
8/8/8/2R5/8/6K1/8/k7 b - - 0 1,-22
3R4/8/8/8/8/6K1/8/k7 w - - 0 1,13
3R4/8/8/8/8/6K1/8/k7 b - - 0 1,-20
8/8/8/8/8/6K1/8/kR6 b - - 0 1,0
8/8/8/8/8/6K1/8/k6R b - - 0 1,-22
8/8/2R5/8/8/6K1/8/k7 w - - 0 1,15
8/8/2R5/8/8/6K1/8/k7 b - - 0 1,-22
8/8/8/8/5R2/6K1/8/k7 w - - 0 1,15
8/8/8/8/5R2/6K1/8/k7 b - - 0 1,-18
8/4R3/8/8/8/6K1/8/k7 w - - 0 1,13
8/4R3/8/8/8/6K1/8/k7 b - - 0 1,-18
8/3R4/8/8/8/6K1/8/k7 w - - 0 1,13
8/3R4/8/8/8/6K1/8/k7 b - - 0 1,-20
8/8/8/8/8/6K1/6R1/k7 w - - 0 1,11
8/8/8/8/8/6K1/6R1/k7 b - - 0 1,-14
8/8/2R5/7K/8/8/8/k7 w - - 0 1,19
8/8/2R5/7K/8/8/8/k7 b - - 0 1,-26
8/8/8/7K/8/8/6R1/k7 w - - 0 1,15
8/8/8/7K/8/8/6R1/k7 b - - 0 1,-14
8/8/8/7K/8/8/3R4/k7 w - - 0 1,13
8/8/8/7K/8/8/3R4/k7 b - - 0 1,-18
8/8/8/7K/R7/8/8/k7 b - - 0 1,-24
8/8/8/7K/1R6/8/8/k7 w - - 0 1,19
8/8/8/7K/1R6/8/8/k7 b - - 0 1,-22
8/8/8/7K/8/1R6/8/k7 w - - 0 1,19
8/8/8/7K/8/1R6/8/k7 b - - 0 1,-20
8/8/5R2/7K/8/8/8/k7 w - - 0 1,15
8/8/5R2/7K/8/8/8/k7 b - - 0 1,-24
8/8/8/7K/1R6/8/8/k7 w - - 0 1,19
8/8/8/7K/1R6/8/8/k7 b - - 0 1,-22
8/8/8/7K/8/R7/8/k7 b - - 0 1,-20
8/8/8/7K/8/8/4R3/k7 w - - 0 1,15
8/8/8/7K/8/8/4R3/k7 b - - 0 1,-14
8/4R3/8/7K/8/8/8/k7 w - - 0 1,15
8/4R3/8/7K/8/8/8/k7 b - - 0 1,-20
8/8/8/2R4K/8/8/8/k7 w - - 0 1,19
8/8/8/2R4K/8/8/8/k7 b - - 0 1,-26
3R4/8/8/7K/8/8/8/k7 w - - 0 1,19
3R4/8/8/7K/8/8/8/k7 b - - 0 1,-24
8/8/8/7K/8/8/8/kR6 b - - 0 1,0
8/8/8/7K/8/8/8/k6R b - - 0 1,-24
8/8/2R5/7K/8/8/8/k7 w - - 0 1,19
8/8/2R5/7K/8/8/8/k7 b - - 0 1,-26
8/8/8/7K/5R2/8/8/k7 w - - 0 1,15
8/8/8/7K/5R2/8/8/k7 b - - 0 1,-22
8/4R3/8/7K/8/8/8/k7 w - - 0 1,15
8/4R3/8/7K/8/8/8/k7 b - - 0 1,-20
8/8/8/7K/8/6R1/8/k7 w - - 0 1,15
8/8/8/7K/8/6R1/8/k7 b - - 0 1,-20
8/3R4/8/7K/8/8/8/k7 w - - 0 1,19
8/3R4/8/7K/8/8/8/k7 b - - 0 1,-24
8/8/8/7K/8/8/6R1/k7 w - - 0 1,15
8/8/8/7K/8/8/6R1/k7 b - - 0 1,-14
8/8/2R5/8/8/2K5/8/k7 w - - 0 1,3
8/8/2R5/8/8/2K5/8/k7 b - - 0 1,-6
8/8/8/8/8/2K5/6R1/k7 w - - 0 1,3
8/8/8/8/8/2K5/6R1/k7 b - - 0 1,-6
8/8/8/8/8/2K5/3R4/k7 w - - 0 1,3
8/8/8/8/8/2K5/3R4/k7 b - - 0 1,-6
8/8/8/8/R7/2K5/8/k7 b - - 0 1,-4
8/8/8/8/1R6/2K5/8/k7 w - - 0 1,3
8/8/8/8/1R6/2K5/8/k7 b - - 0 1,-6
8/8/8/8/8/1RK5/8/k7 w - - 0 1,5
8/8/8/8/8/1RK5/8/k7 b - - 0 1,-4
8/8/5R2/8/8/2K5/8/k7 w - - 0 1,3
8/8/5R2/8/8/2K5/8/k7 b - - 0 1,-4
8/8/8/8/1R6/2K5/8/k7 w - - 0 1,3
8/8/8/8/1R6/2K5/8/k7 b - - 0 1,-6
8/8/8/8/8/R1K5/8/k7 b - - 0 1,-4
8/8/8/8/8/2K5/4R3/k7 w - - 0 1,3
8/8/8/8/8/2K5/4R3/k7 b - - 0 1,-6
8/4R3/8/8/8/2K5/8/k7 w - - 0 1,3
8/4R3/8/8/8/2K5/8/k7 b - - 0 1,-4
8/8/8/2R5/8/2K5/8/k7 w - - 0 1,3
8/8/8/2R5/8/2K5/8/k7 b - - 0 1,-6
3R4/8/8/8/8/2K5/8/k7 w - - 0 1,3
3R4/8/8/8/8/2K5/8/k7 b - - 0 1,-4
8/8/8/8/8/2K5/8/kR6 b - - 0 1,0
8/8/8/8/8/2K5/8/k6R b - - 0 1,-4
8/8/2R5/8/8/2K5/8/k7 w - - 0 1,3
8/8/2R5/8/8/2K5/8/k7 b - - 0 1,-6
8/8/8/8/5R2/2K5/8/k7 w - - 0 1,3
8/8/8/8/5R2/2K5/8/k7 b - - 0 1,-4
8/4R3/8/8/8/2K5/8/k7 w - - 0 1,3
8/4R3/8/8/8/2K5/8/k7 b - - 0 1,-4
