8/5K2/8/8/8/4R3/8/1k6 w - - 0 1,21
8/5K2/8/8/8/4R3/8/1k6 b - - 0 1,-24
8/5K2/3R4/8/8/8/8/1k6 w - - 0 1,21
8/5K2/3R4/8/8/8/8/1k6 b - - 0 1,-24
8/8/1K6/8/8/8/8/2k3R1 b - - 0 1,-24
8/8/1K6/8/8/8/8/2k1R3 b - - 0 1,-22
8/8/1K5R/8/8/8/8/2k5 w - - 0 1,15
8/8/1K5R/8/8/8/8/2k5 b - - 0 1,-22
8/8/1K6/8/8/8/8/2k1R3 b - - 0 1,-22
8/8/1K6/6R1/8/8/8/2k5 w - - 0 1,17
8/8/1K6/6R1/8/8/8/2k5 b - - 0 1,-22
8/8/1K6/8/5R2/8/8/2k5 w - - 0 1,17
8/8/1K6/8/5R2/8/8/2k5 b - - 0 1,-24
8/8/8/8/8/K7/8/2k3R1 b - - 0 1,-24
8/8/8/8/8/K7/8/2k1R3 b - - 0 1,-28
8/8/7R/8/8/K7/8/2k5 w - - 0 1,11
8/8/7R/8/8/K7/8/2k5 b - - 0 1,-24
8/8/8/8/8/K7/8/2k1R3 b - - 0 1,-28
8/8/8/6R1/8/K7/8/2k5 w - - 0 1,11
8/8/8/6R1/8/K7/8/2k5 b - - 0 1,-24
8/8/8/8/5R2/K7/8/2k5 w - - 0 1,11
8/8/8/8/5R2/K7/8/2k5 b - - 0 1,-24
8/8/8/8/8/8/8/K1k3R1 b - - 0 1,-22
8/8/8/8/8/8/8/K1k1R3 b - - 0 1,-30
8/8/7R/8/8/8/8/K1k5 w - - 0 1,17
8/8/7R/8/8/8/8/K1k5 b - - 0 1,-22
8/8/8/8/8/8/8/K1k1R3 b - - 0 1,-30
8/8/8/6R1/8/8/8/K1k5 w - - 0 1,17
8/8/8/6R1/8/8/8/K1k5 b - - 0 1,-22
8/8/8/8/5R2/8/8/K1k5 w - - 0 1,17
8/8/8/8/5R2/8/8/K1k5 b - - 0 1,-24
4K3/8/8/8/8/8/8/2k3R1 b - - 0 1,-28
4K3/8/8/8/8/8/8/2k1R3 b - - 0 1,-28
4K3/8/7R/8/8/8/8/2k5 w - - 0 1,21
4K3/8/7R/8/8/8/8/2k5 b - - 0 1,-26
4K3/8/8/8/8/8/8/2k1R3 b - - 0 1,-28
4K3/8/8/6R1/8/8/8/2k5 w - - 0 1,21
4K3/8/8/6R1/8/8/8/2k5 b - - 0 1,-28
4K3/8/8/8/5R2/8/8/2k5 w - - 0 1,23
4K3/8/8/8/5R2/8/8/2k5 b - - 0 1,-28
8/8/8/8/8/8/K7/2k3R1 b - - 0 1,-22
8/8/8/8/8/8/K7/2k1R3 b - - 0 1,-28
8/8/7R/8/8/8/K7/2k5 w - - 0 1,17
8/8/7R/8/8/8/K7/2k5 b - - 0 1,-22
8/8/8/8/8/8/K7/2k1R3 b - - 0 1,-28
8/8/8/6R1/8/8/K7/2k5 w - - 0 1,17
8/8/8/6R1/8/8/K7/2k5 b - - 0 1,-22
8/8/8/8/5R2/8/K7/2k5 w - - 0 1,17
8/8/8/8/5R2/8/K7/2k5 b - - 0 1,-24
8/8/8/8/7K/8/8/2k3R1 b - - 0 1,-24
8/8/8/8/7K/8/8/2k1R3 b - - 0 1,-28
8/8/7R/8/7K/8/8/2k5 w - - 0 1,23
8/8/7R/8/7K/8/8/2k5 b - - 0 1,-26
8/8/8/8/7K/8/8/2k1R3 b - - 0 1,-28
8/8/8/6R1/7K/8/8/2k5 w - - 0 1,15
8/8/8/6R1/7K/8/8/2k5 b - - 0 1,-24
8/8/8/8/5R1K/8/8/2k5 w - - 0 1,15
8/8/8/8/5R1K/8/8/2k5 b - - 0 1,-22
8/8/4K3/8/8/8/8/3k1R2 b - - 0 1,-26
7R/8/4K3/8/8/8/8/3k4 w - - 0 1,17
7R/8/4K3/8/8/8/8/3k4 b - - 0 1,-22
8/8/4K3/5R2/8/8/8/3k4 w - - 0 1,19
8/8/4K3/5R2/8/8/8/3k4 b - - 0 1,-22
3R4/8/4K3/8/8/8/8/3k4 b - - 0 1,-20
8/8/1R2K3/8/8/8/8/3k4 w - - 0 1,17
8/8/1R2K3/8/8/8/8/3k4 b - - 0 1,-24
4R3/8/4K3/8/8/8/8/3k4 w - - 0 1,17
4R3/8/4K3/8/8/8/8/3k4 b - - 0 1,-22
8/8/8/8/8/8/5K2/3k1R2 b - - 0 1,-22
7R/8/8/8/8/8/5K2/3k4 w - - 0 1,15
7R/8/8/8/8/8/5K2/3k4 b - - 0 1,-16
8/8/8/5R2/8/8/5K2/3k4 w - - 0 1,15
8/8/8/5R2/8/8/5K2/3k4 b - - 0 1,-16
3R4/8/8/8/8/8/5K2/3k4 b - - 0 1,-18
8/8/1R6/8/8/8/5K2/3k4 w - - 0 1,13
8/8/1R6/8/8/8/5K2/3k4 b - - 0 1,-22
4R3/8/8/8/8/8/5K2/3k4 w - - 0 1,11
4R3/8/8/8/8/8/5K2/3k4 b - - 0 1,-18
8/8/8/8/8/1K6/8/3k1R2 b - - 0 1,-26
7R/8/8/8/8/1K6/8/3k4 w - - 0 1,15
7R/8/8/8/8/1K6/8/3k4 b - - 0 1,-20
8/8/8/5R2/8/1K6/8/3k4 w - - 0 1,15
8/8/8/5R2/8/1K6/8/3k4 b - - 0 1,-24
3R4/8/8/8/8/1K6/8/3k4 b - - 0 1,-22
8/8/1R6/8/8/1K6/8/3k4 w - - 0 1,15
8/8/1R6/8/8/1K6/8/3k4 b - - 0 1,-24
4R3/8/8/8/8/1K6/8/3k4 w - - 0 1,3
4R3/8/8/8/8/1K6/8/3k4 b - - 0 1,-14
8/2K5/8/8/8/8/8/3k1R2 b - - 0 1,-28
7R/2K5/8/8/8/8/8/3k4 w - - 0 1,19
7R/2K5/8/8/8/8/8/3k4 b - - 0 1,-26
8/2K5/8/5R2/8/8/8/3k4 w - - 0 1,21
8/2K5/8/5R2/8/8/8/3k4 b - - 0 1,-26
3R4/2K5/8/8/8/8/8/3k4 b - - 0 1,-26
8/2K5/1R6/8/8/8/8/3k4 w - - 0 1,21
8/2K5/1R6/8/8/8/8/3k4 b - - 0 1,-26
4R3/2K5/8/8/8/8/8/3k4 w - - 0 1,21
4R3/2K5/8/8/8/8/8/3k4 b - - 0 1,-22
8/8/8/8/8/5K2/8/3k1R2 b - - 0 1,-22
7R/8/8/8/8/5K2/8/3k4 w - - 0 1,13
7R/8/8/8/8/5K2/8/3k4 b - - 0 1,-20
8/8/8/5R2/8/5K2/8/3k4 w - - 0 1,17
8/8/8/5R2/8/5K2/8/3k4 b - - 0 1,-20
3R4/8/8/8/8/5K2/8/3k4 b - - 0 1,-18
8/8/1R6/8/8/5K2/8/3k4 w - - 0 1,13
8/8/1R6/8/8/5K2/8/3k4 b - - 0 1,-22
4R3/8/8/8/8/5K2/8/3k4 w - - 0 1,13
4R3/8/8/8/8/5K2/8/3k4 b - - 0 1,-16
8/8/8/8/8/K7/R7/4k3 w - - 0 1,13
8/8/8/8/8/K7/R7/4k3 b - - 0 1,-16
8/8/4R3/8/8/K7/8/4k3 b - - 0 1,-26
8/8/8/8/8/K7/5R2/4k3 w - - 0 1,15
8/8/8/8/8/K7/5R2/4k3 b - - 0 1,0
8/8/8/R7/8/K7/8/4k3 w - - 0 1,21
8/8/8/R7/8/K7/8/4k3 b - - 0 1,-26
8/4R3/8/8/8/K7/8/4k3 b - - 0 1,-26
8/8/8/8/8/K7/8/R3k3 b - - 0 1,-26
8/8/8/8/8/8/R7/K3k3 w - - 0 1,15
8/8/8/8/8/8/R7/K3k3 b - - 0 1,-14
8/8/4R3/8/8/8/8/K3k3 b - - 0 1,-30
8/8/8/8/8/8/5R2/K3k3 w - - 0 1,15
8/8/8/8/8/8/5R2/K3k3 b - - 0 1,0
8/8/8/R7/8/8/8/K3k3 w - - 0 1,15
8/8/8/R7/8/8/8/K3k3 b - - 0 1,-24
8/4R3/8/8/8/8/8/K3k3 b - - 0 1,-30
8/8/8/8/8/8/R7/1K2k3 w - - 0 1,11
8/8/8/8/8/8/R7/1K2k3 b - - 0 1,-14
8/8/4R3/8/8/8/8/1K2k3 b - - 0 1,-28
8/8/8/8/8/8/5R2/1K2k3 w - - 0 1,15
8/8/8/8/8/8/5R2/1K2k3 b - - 0 1,0
8/8/8/R7/8/8/8/1K2k3 w - - 0 1,15
8/8/8/R7/8/8/8/1K2k3 b - - 0 1,-20
8/4R3/8/8/8/8/8/1K2k3 b - - 0 1,-28
8/8/8/8/8/8/8/RK2k3 w - - 0 1,15
8/8/8/8/8/8/8/RK2k3 b - - 0 1,-20
8/8/1K6/8/8/8/R7/4k3 w - - 0 1,13
8/8/1K6/8/8/8/R7/4k3 b - - 0 1,-16
8/8/1K2R3/8/8/8/8/4k3 b - - 0 1,-24
8/8/1K6/8/8/8/5R2/4k3 w - - 0 1,17
8/8/1K6/8/8/8/5R2/4k3 b - - 0 1,0
8/8/1K6/R7/8/8/8/4k3 w - - 0 1,17
8/8/1K6/R7/8/8/8/4k3 b - - 0 1,-24
8/4R3/1K6/8/8/8/8/4k3 b - - 0 1,-24
8/8/1K6/8/8/8/8/R3k3 b - - 0 1,-24
4K3/8/8/8/8/8/R7/4k3 w - - 0 1,19
4K3/8/8/8/8/8/R7/4k3 b - - 0 1,-22
4K3/8/4R3/8/8/8/8/4k3 b - - 0 1,-26
4K3/8/8/8/8/8/5R2/4k3 w - - 0 1,21
4K3/8/8/8/8/8/5R2/4k3 b - - 0 1,0
4K3/8/8/R7/8/8/8/4k3 w - - 0 1,23
4K3/8/8/R7/8/8/8/4k3 b - - 0 1,-28
4K3/4R3/8/8/8/8/8/4k3 b - - 0 1,-26
4K3/8/8/8/8/8/8/R3k3 b - - 0 1,-28
8/8/8/8/8/3K4/R7/4k3 w - - 0 1,9
8/8/8/8/8/3K4/R7/4k3 b - - 0 1,-8
8/8/4R3/8/8/3K4/8/4k3 b - - 0 1,-14
8/8/8/8/8/3K4/5R2/4k3 w - - 0 1,3
8/8/8/8/8/3K4/5R2/4k3 b - - 0 1,0
8/8/8/R7/8/3K4/8/4k3 w - - 0 1,3
8/8/8/R7/8/3K4/8/4k3 b - - 0 1,-16
8/4R3/8/8/8/3K4/8/4k3 b - - 0 1,-14
8/8/8/8/8/3K4/8/R3k3 b - - 0 1,-16
8/8/8/8/8/4K3/6R1/5k2 w - - 0 1,3
8/8/8/8/8/4K3/6R1/5k2 b - - 0 1,0
8/8/8/8/8/4K3/8/1R3k2 b - - 0 1,-12
8/8/8/2R5/8/4K3/8/5k2 w - - 0 1,3
8/8/8/2R5/8/4K3/8/5k2 b - - 0 1,-10
R7/8/8/8/8/4K3/8/5k2 w - - 0 1,3
R7/8/8/8/8/4K3/8/5k2 b - - 0 1,-10
8/8/8/8/8/4K3/5R2/5k2 b - - 0 1,-8
8/8/8/8/8/4KR2/8/5k2 b - - 0 1,-10
8/8/4K3/8/8/8/6R1/5k2 w - - 0 1,15
8/8/4K3/8/8/8/6R1/5k2 b - - 0 1,0
8/8/4K3/8/8/8/8/1R3k2 b - - 0 1,-24
8/8/4K3/2R5/8/8/8/5k2 w - - 0 1,17
8/8/4K3/2R5/8/8/8/5k2 b - - 0 1,-22
R7/8/4K3/8/8/8/8/5k2 w - - 0 1,15
R7/8/4K3/8/8/8/8/5k2 b - - 0 1,-22
8/8/4K3/8/8/8/5R2/5k2 b - - 0 1,0
8/8/4K3/8/8/5R2/8/5k2 b - - 0 1,-22
8/8/8/8/2K5/8/6R1/5k2 w - - 0 1,11
8/8/8/8/2K5/8/6R1/5k2 b - - 0 1,0
8/8/8/8/2K5/8/8/1R3k2 b - - 0 1,-20
8/8/8/2R5/2K5/8/8/5k2 w - - 0 1,17
8/8/8/2R5/2K5/8/8/5k2 b - - 0 1,-22
R7/8/8/8/2K5/8/8/5k2 w - - 0 1,11
R7/8/8/8/2K5/8/8/5k2 b - - 0 1,-20
8/8/8/8/2K5/8/5R2/5k2 b - - 0 1,0
8/8/8/8/2K5/5R2/8/5k2 b - - 0 1,-18
4K3/8/8/8/8/8/6R1/5k2 w - - 0 1,21
4K3/8/8/8/8/8/6R1/5k2 b - - 0 1,0
4K3/8/8/8/8/8/8/1R3k2 b - - 0 1,-28
4K3/8/8/2R5/8/8/8/5k2 w - - 0 1,23
4K3/8/8/2R5/8/8/8/5k2 b - - 0 1,-28
R3K3/8/8/8/8/8/8/5k2 w - - 0 1,21
R3K3/8/8/8/8/8/8/5k2 b - - 0 1,-26
4K3/8/8/8/8/8/5R2/5k2 b - - 0 1,0
4K3/8/8/8/8/5R2/8/5k2 b - - 0 1,-26
6K1/8/8/8/8/8/6R1/5k2 w - - 0 1,21
6K1/8/8/8/8/8/6R1/5k2 b - - 0 1,0
6K1/8/8/8/8/8/8/1R3k2 b - - 0 1,-28
6K1/8/8/2R5/8/8/8/5k2 w - - 0 1,23
6K1/8/8/2R5/8/8/8/5k2 b - - 0 1,-28
R5K1/8/8/8/8/8/8/5k2 w - - 0 1,21
R5K1/8/8/8/8/8/8/5k2 b - - 0 1,-28
6K1/8/8/8/8/8/5R2/5k2 b - - 0 1,0
6K1/8/8/8/8/5R2/8/5k2 b - - 0 1,-28
8/8/8/8/K7/8/6R1/5k2 w - - 0 1,15
8/8/8/8/K7/8/6R1/5k2 b - - 0 1,0
8/8/8/8/K7/8/8/1R3k2 b - - 0 1,-24
8/8/8/2R5/K7/8/8/5k2 w - - 0 1,15
8/8/8/2R5/K7/8/8/5k2 b - - 0 1,-22
R7/8/8/8/K7/8/8/5k2 w - - 0 1,23
R7/8/8/8/K7/8/8/5k2 b - - 0 1,-26
8/8/8/8/K7/8/5R2/5k2 b - - 0 1,0
8/8/8/8/K7/5R2/8/5k2 b - - 0 1,-22
8/8/3K4/1R6/8/8/8/6k1 w - - 0 1,17
8/8/3K4/1R6/8/8/8/6k1 b - - 0 1,-22
8/8/3K4/8/4R3/8/8/6k1 w - - 0 1,13
8/8/3K4/8/4R3/8/8/6k1 b - - 0 1,-18
8/8/3K4/8/8/8/8/1R4k1 b - - 0 1,-22
8/8/3K4/8/8/8/8/1R4k1 b - - 0 1,-22
8/8/3K4/8/8/8/8/4R1k1 b - - 0 1,-20
8/8/3K4/8/8/8/8/R5k1 b - - 0 1,-22
8/8/8/1R6/8/7K/8/6k1 w - - 0 1,3
8/8/8/1R6/8/7K/8/6k1 b - - 0 1,-22
8/8/8/8/4R3/7K/8/6k1 w - - 0 1,3
8/8/8/8/4R3/7K/8/6k1 b - - 0 1,-10
8/8/8/8/8/7K/8/1R4k1 b - - 0 1,-22
8/8/8/8/8/7K/8/1R4k1 b - - 0 1,-22
8/8/8/8/8/7K/8/4R1k1 b - - 0 1,-24
8/8/8/8/8/7K/8/R5k1 b - - 0 1,-22
4K3/8/8/1R6/8/8/8/6k1 w - - 0 1,19
4K3/8/8/1R6/8/8/8/6k1 b - - 0 1,-24
4K3/8/8/8/4R3/8/8/6k1 w - - 0 1,19
4K3/8/8/8/4R3/8/8/6k1 b - - 0 1,-24
4K3/8/8/8/8/8/8/1R4k1 b - - 0 1,-28
4K3/8/8/8/8/8/8/1R4k1 b - - 0 1,-28
4K3/8/8/8/8/8/8/4R1k1 b - - 0 1,-24
4K3/8/8/8/8/8/8/R5k1 b - - 0 1,-26
8/8/8/1K6/4R3/8/8/6k1 w - - 0 1,17
8/8/8/1K6/4R3/8/8/6k1 b - - 0 1,-20
8/8/8/1K6/8/8/8/1R4k1 b - - 0 1,-22
8/8/8/1K6/8/8/8/1R4k1 b - - 0 1,-22
8/8/8/1K6/8/8/8/4R1k1 b - - 0 1,-24
8/8/8/1K6/8/8/8/R5k1 b - - 0 1,-22
4K3/8/8/1R6/8/8/8/6k1 w - - 0 1,19
4K3/8/8/1R6/8/8/8/6k1 b - - 0 1,-24
4K3/8/8/8/4R3/8/8/6k1 w - - 0 1,19
4K3/8/8/8/4R3/8/8/6k1 b - - 0 1,-24
4K3/8/8/8/8/8/8/1R4k1 b - - 0 1,-28
4K3/8/8/8/8/8/8/1R4k1 b - - 0 1,-28
4K3/8/8/8/8/8/8/4R1k1 b - - 0 1,-24
4K3/8/8/8/8/8/8/R5k1 b - - 0 1,-26
8/8/8/8/R7/3K4/8/7k w - - 0 1,9
8/8/8/8/R7/3K4/8/7k b - - 0 1,-12
8/8/8/8/8/3K4/8/2R4k b - - 0 1,-12
8/8/8/8/8/3K4/7R/7k b - - 0 1,0
8/8/8/8/8/3K4/8/5R1k b - - 0 1,-14
8/8/8/8/4R3/3K4/8/7k w - - 0 1,9
8/8/8/8/4R3/3K4/8/7k b - - 0 1,-12
8/8/8/8/1R6/3K4/8/7k w - - 0 1,9
8/8/8/8/1R6/3K4/8/7k b - - 0 1,-12
8/8/1K6/8/R7/8/8/7k w - - 0 1,15
8/8/1K6/8/R7/8/8/7k b - - 0 1,-22
8/8/1K6/8/8/8/8/2R4k b - - 0 1,-24
8/8/1K6/8/8/8/7R/7k b - - 0 1,0
8/8/1K6/8/8/8/8/5R1k b - - 0 1,-24
8/8/1K6/8/4R3/8/8/7k w - - 0 1,19
8/8/1K6/8/4R3/8/8/7k b - - 0 1,-20
8/8/1K6/8/1R6/8/8/7k w - - 0 1,15
8/8/1K6/8/1R6/8/8/7k b - - 0 1,-22
8/8/8/8/R7/8/8/2K4k w - - 0 1,13
8/8/8/8/R7/8/8/2K4k b - - 0 1,-16
8/8/8/8/8/8/7R/2K4k b - - 0 1,0
8/8/8/8/8/8/8/2K2R1k b - - 0 1,-20
8/8/8/8/4R3/8/8/2K4k w - - 0 1,13
8/8/8/8/4R3/8/8/2K4k b - - 0 1,-16
8/8/8/8/1R6/8/8/2K4k w - - 0 1,13
8/8/8/8/1R6/8/8/2K4k b - - 0 1,-16
8/8/8/2K5/R7/8/8/7k w - - 0 1,11
8/8/8/2K5/R7/8/8/7k b - - 0 1,-18
8/8/8/2K5/8/8/8/2R4k b - - 0 1,-22
8/8/8/2K5/8/8/7R/7k b - - 0 1,0
8/8/8/2K5/8/8/8/5R1k b - - 0 1,-22
8/8/8/2K5/4R3/8/8/7k w - - 0 1,13
8/8/8/2K5/4R3/8/8/7k b - - 0 1,-18
8/8/8/2K5/1R6/8/8/7k w - - 0 1,11
8/8/8/2K5/1R6/8/8/7k b - - 0 1,-18
8/8/8/4K3/R7/8/8/7k w - - 0 1,11
8/8/8/4K3/R7/8/8/7k b - - 0 1,-14
8/8/8/4K3/8/8/8/2R4k b - - 0 1,-14
8/8/8/4K3/8/8/7R/7k b - - 0 1,0
8/8/8/4K3/8/8/8/5R1k b - - 0 1,-16
8/8/8/4K3/4R3/8/8/7k w - - 0 1,11
8/8/8/4K3/4R3/8/8/7k b - - 0 1,-12
8/8/8/4K3/1R6/8/8/7k w - - 0 1,11
8/8/8/4K3/1R6/8/8/7k b - - 0 1,-14
8/8/8/4K3/R7/8/8/7k w - - 0 1,11
8/8/8/4K3/R7/8/8/7k b - - 0 1,-14
8/8/8/4K3/8/8/8/2R4k b - - 0 1,-14
8/8/8/4K3/8/8/7R/7k b - - 0 1,0
8/8/8/4K3/8/8/8/5R1k b - - 0 1,-16
8/8/8/4K3/4R3/8/8/7k w - - 0 1,11
8/8/8/4K3/4R3/8/8/7k b - - 0 1,-12
8/8/8/4K3/1R6/8/8/7k w - - 0 1,11
8/8/8/4K3/1R6/8/8/7k b - - 0 1,-14
8/8/8/4K3/8/7R/k7/8 w - - 0 1,15
8/8/8/4K3/8/7R/k7/8 b - - 0 1,-18
8/8/8/4K3/8/8/k7/7R w - - 0 1,17
8/8/8/4K3/8/8/k7/7R b - - 0 1,-18
8/8/8/4K3/8/8/k6R/8 b - - 0 1,-18
8/8/8/4K3/8/8/kR6/8 b - - 0 1,0
8/8/4R3/4K3/8/8/k7/8 w - - 0 1,13
8/8/4R3/4K3/8/8/k7/8 b - - 0 1,-18
8/8/6R1/4K3/8/8/k7/8 w - - 0 1,13
8/8/6R1/4K3/8/8/k7/8 b - - 0 1,-18
8/8/8/8/8/7R/k7/3K4 w - - 0 1,3
8/8/8/8/8/7R/k7/3K4 b - - 0 1,-8
8/8/8/8/8/8/k7/3K3R w - - 0 1,5
8/8/8/8/8/8/k7/3K3R b - - 0 1,-16
